,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
3770,11884635,JC501518,2019-11-06T11:22:00.000,020XX W WABANSIA AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,1434,014,32,24,05,1162510,1911308,2019,2019-11-13T15:55:31.000,41.912287451,-87.678414384,"{'latitude': '41.912287451', 'longitude': '-87.678414384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3771,11883520,JC500288,2019-11-06T02:00:00.000,016XX W ROSCOE ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,1922,019,47,6,05,1164577,1922632,2019,2019-11-13T15:55:31.000,41.943317614,-87.670499215,"{'latitude': '41.943317614', 'longitude': '-87.670499215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3772,11884137,JC501022,2019-11-06T16:25:00.000,032XX W WALNUT ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1123,011,28,27,05,1154515,1901440,2019,2019-11-13T15:55:31.000,41.885372506,-87.708050135,"{'latitude': '41.885372506', 'longitude': '-87.708050135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3773,11883965,JC500719,2019-11-06T00:01:00.000,001XX E 68TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,0322,003,6,69,05,1178496,1859964,2019,2019-11-13T15:55:31.000,41.771045869,-87.621250618,"{'latitude': '41.771045869', 'longitude': '-87.621250618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3774,11884311,JC501235,2019-11-06T17:00:00.000,026XX W FARRAGUT AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,2011,020,40,4,05,1157831,1934769,2019,2019-11-13T15:55:31.000,41.9767627,-87.694961871,"{'latitude': '41.9767627', 'longitude': '-87.694961871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3775,11884445,JC501397,2019-11-06T08:00:00.000,032XX W 64TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,0823,008,17,66,05,1155827,1862001,2019,2019-11-13T15:55:31.000,41.777120695,-87.704292712,"{'latitude': '41.777120695', 'longitude': '-87.704292712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3776,11884680,JC500882,2019-11-06T14:59:00.000,014XX W SUPERIOR ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1215,012,27,24,05,1166777,1905123,2019,2019-11-13T15:55:31.000,41.895224924,-87.662916226,"{'latitude': '41.895224924', 'longitude': '-87.662916226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3777,11886468,JC455228,2019-10-01T05:00:00.000,078XX S CHAMPLAIN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,0624,006,6,69,05,1181925,1853083,2019,2019-11-13T15:51:17.000,41.752085104,-87.608893692,"{'latitude': '41.752085104', 'longitude': '-87.608893692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3778,11885701,JC501940,2019-10-28T12:00:00.000,052XX S GREENWOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,0233,002,5,41,05,1184265,1870755,2019,2019-11-13T15:51:17.000,41.800524282,-87.599766318,"{'latitude': '41.800524282', 'longitude': '-87.599766318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3779,11883519,JC500287,2019-11-06T02:05:00.000,008XX S WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False,0123,001,4,32,05,1176920,1896499,2019,2019-11-13T15:55:31.000,41.871336669,-87.625925,"{'latitude': '41.871336669', 'longitude': '-87.625925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3780,11884035,JC500928,2019-11-06T12:00:00.000,055XX S ELIZABETH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,0713,007,16,67,05,1168937,1867942,2019,2019-11-13T15:55:31.000,41.793150301,-87.656060011,"{'latitude': '41.793150301', 'longitude': '-87.656060011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
